Id,SalePrice
1764,162696.22
1765,195920.19
1766,168935.17
1767,175357.02
1768,169831.06
1769,168046.27
1770,166591.33
1771,165995.34
1772,168147.27
1773,169790.58
1774,181922.66
1775,164531.8
1776,173159.23
1777,159688.95
1778,168999.31
1779,185141.39
1780,176132.52
1781,166944.08
1782,161717.02
1783,167548.58
1784,151517.78
1785,160113.34
1786,243542.86
1787,171027.8
1788,155181.97
1789,158765.55
1790,161927.2
1791,175148.94
1792,183972.34
1793,160158.25
1794,169474.14
1795,167697.58
1796,159109.94
1797,156806.36
1798,164461.67
1799,160580.36
1800,163705.39
1801,173424.81
1802,185727.28
1803,167669.42
1804,155428.42
1805,169130.56
1806,177084.47
1807,158883.55
1808,152997.84
1809,165173.72
1810,159210.11
1811,165508.31
1812,164006.67
1813,164731.36
1814,170404.73
1815,162854.25
1816,162018.66
1817,149372.56
1818,175800.58
1819,167541.55
1820,165454.81
1821,152771.27
1822,168854.97
1823,181445.83
1824,171855.61
1825,172876.73
1826,166337.64
1827,166834.58
1828,160882.5
1829,158716.5
1830,164582.95
1831,168892.97
1832,163573.05
1833,161320.98
1834,167107.03
1835,171673.45
1836,169136.03
1837,152424.62
1838,164078.02
1839,170434.64
1840,169933.45
1841,158142.66
1842,160700.78
1843,168683.06
1844,161603.23
1845,163549.97
1846,161214.7
1847,166637.88
1848,153865.27
1849,201778.45
1850,164518.62
1851,166549.7
1852,164032.8
1853,162903.33
1854,168660.39
1855,160296.69
1856,165260.22
1857,187147.73
1858,166578.94
1859,168042.25
1860,161668.12
1861,169589.25
1862,162958.66
1863,162971.39
1864,162960.36
1865,161510.78
1866,160677.03
1867,166036.83
1868,168493.98
1869,165386.98
1870,168303.52
1871,162504.55
1872,162590.73
1873,169088.78
1874,168387.48
1875,174366.45
1876,165860.52
1877,166084.66
1878,161016.19
1879,163910.98
1880,165327.38
1881,168680.97
1882,168338.19
1883,171352.86
1884,166894.1
1885,167852.14
1886,168539.31
1887,166758.06
1888,171152.62
1889,163517.84
1890,160214.78
1891,161713.92
1892,164963.55
1893,174394.72
1894,160105.88
1895,167815.64
1896,163222.44
1897,155346.62
1898,167823.33
1899,180321.61
1900,155141.72
1901,157461.23
1902,166078.62
1903,154356.6
1904,160461.88
1905,165497.11
1906,168841.77
1907,155353.14
1908,168794.75
1909,162093.14
1910,165335.1
1911,170814.27
1912,162369.0
1913,167840.94
1914,147111.72
1915,160476.27
1916,163239.88
1917,165297.73
1918,168540.6
1919,166466.17
1920,221366.61
1921,165628.64
1922,161446.72
1923,180939.52
1924,162472.62
1925,165640.48
1926,167672.31
1927,167948.38
1928,163170.14
1929,168112.94
1930,168281.05
1931,167427.98
1932,174839.19
1933,153991.52
1934,166924.34
1935,163228.67
1936,174607.58
1937,169202.19
1938,166320.83
1939,155078.86
1940,160317.8
1941,166476.34
1942,161742.61
1943,165595.62
1944,158766.16
1945,164048.75
1946,162250.75
1947,161802.33
1948,184897.55
1949,165923.17
1950,173252.39
1951,163764.42
1952,169127.0
1953,165117.17
1954,162477.89
1955,165484.48
1956,156849.89
1957,165908.45
1958,167654.72
1959,167380.1
1960,164914.16
1961,160296.39
1962,163864.56
1963,165661.97
1964,168054.6
1965,164190.1
1966,165648.7
1967,167535.33
1968,158150.2
1969,169377.84
1970,179696.22
1971,163072.92
1972,169969.77
1973,154952.89
1974,167228.83
1975,147995.02
1976,171424.44
1977,178492.27
1978,170704.19
1979,165133.23
1980,170466.5
1981,167336.2
1982,167812.44
1983,166304.33
1984,167490.11
1985,173704.38
1986,164929.58
1987,168703.34
1988,163952.56
1989,166452.53
1990,165637.33
1991,167133.17
1992,170978.72
1993,162034.88
1994,173125.22
1995,169073.47
1996,151296.72
1997,157579.3
1998,167285.94
1999,158665.05
2000,170317.66
2001,159879.28
2002,163379.73
2003,159926.86
2004,159503.58
2005,169606.89
2006,162649.67
2007,162516.95
2008,164288.14
2009,160080.67
2010,162576.02
2011,166001.52
2012,161419.62
2013,163523.61
2014,164773.3
2015,175553.3
2016,164536.5
2017,162660.69
2018,153217.75
2019,168696.9
2020,162002.58
2021,168054.28
2022,192090.05
2023,157121.9
2024,162815.73
2025,157644.69
2026,167083.3
2027,162872.27
2028,169855.03
2029,168336.9
2030,169998.45
2031,168384.75
2032,167600.05
2033,168037.28
2034,163925.05
2035,162574.92
2036,161768.84
2037,166930.7
2038,172245.12
2039,158915.22
2040,187003.75
2041,157629.5
2042,165050.89
2043,176339.25
2044,183333.25
2045,188212.16
2046,167037.25
2047,166610.23
2048,169941.06
2049,182829.88
2050,165360.17
2051,167891.2
2052,157645.89
2053,170595.3
2054,161989.3
2055,162220.58
2056,164875.8
2057,163089.1
2058,169309.36
2059,160796.14
2060,184756.34
2061,180059.2
2062,165754.27
2063,162397.66
2064,168881.05
2065,157960.88
2066,156615.2
2067,192652.53
2068,176284.44
2069,164980.7
2070,158734.97
2071,156973.78
2072,152091.52
2073,160758.11
2074,161120.19
2075,175452.86
2076,165243.2
2077,174030.03
2078,166530.81
2079,167652.16
2080,174060.4
2081,165777.97
2082,164188.52
2083,163317.27
2084,167143.86
2085,166747.58
2086,164009.48
2087,173579.02
2088,170628.5
2089,158182.48
2090,163964.14
2091,157064.98
2092,169102.81
2093,159302.75
2094,166481.73
2095,167827.81
2096,171013.12
2097,165826.83
2098,166512.22
2099,151204.11
2100,163037.61
2101,160740.17
2102,175377.75
2103,155587.7
2104,212516.36
2105,167880.16
2106,131034.07
2107,191073.83
2108,168711.22
2109,186544.9
2110,181840.27
2111,163171.7
2112,167963.11
2113,169416.61
2114,168374.16
2115,174323.05
2116,163523.3
2117,165517.94
2118,168463.78
2119,165982.84
2120,162607.17
2121,201954.4
2122,163799.56
2123,180687.08
2124,163628.28
2125,159668.1
2126,163678.23
2127,94966.625
2128,167159.47
2129,146310.84
2130,180074.14
2131,224930.28
2132,156355.39
2133,173632.17
2134,163123.47
2135,160763.33
2136,136898.52
2137,172721.83
2138,170051.97
2139,169474.95
2140,161313.14
2141,163974.45
2142,164582.48
2143,169992.61
2144,166076.25
2145,166563.69
2146,164526.62
2147,158753.44
2148,154556.19
2149,158263.36
2150,170650.3
2151,165102.69
2152,186624.81
2153,178934.03
2154,176225.6
2155,167839.02
2156,165912.73
2157,169488.05
2158,170645.1
2159,163238.62
2160,168054.28
2161,165235.0
2162,194913.81
2163,160457.28
2164,166810.39
2165,163157.7
2166,169520.7
2167,168695.3
2168,164930.05
2169,168416.88
2170,184196.72
2171,167134.61
2172,164367.44
2173,152942.12
2174,169176.53
2175,169922.11
2176,164044.53
2177,170844.4
2178,165564.05
2179,170202.2
2180,161746.62
2181,165351.02
2182,165394.55
2183,162525.94
2184,169668.53
2185,156685.88
2186,166651.08
2187,168486.6
2188,166126.0
2189,241857.16
2190,191486.64
2191,170610.27
2192,147808.55
2193,159206.16
2194,150145.94
2195,144005.0
2196,197882.47
2197,166436.66
2198,173034.77
2199,159714.1
2200,163403.27
2201,172246.28
2202,165020.98
2203,156983.81
2204,159980.86
2205,162582.38
2206,164681.72
2207,150692.92
2208,160440.45
2209,177095.61
2210,166992.81
2211,174126.33
2212,172732.55
2213,166557.64
2214,156881.45
2215,172306.58
2216,180572.34
2217,170885.62
2218,163602.23
2219,170855.81
2220,133120.05
2221,159529.89
2222,166319.55
2223,173912.4
2224,171309.39
2225,184272.97
2226,176497.73
2227,170151.23
2228,163926.92
2229,163400.61
2230,164174.12
2231,161805.88
2232,187763.6
2233,154761.5
2234,168969.02
2235,169179.6
2236,171911.98
2237,170812.47
2238,162329.52
2239,168267.1
2240,167169.52
2241,170484.38
2242,171177.6
2243,172665.67
2244,166489.2
2245,157437.8
2246,160693.27
2247,163212.17
2248,168155.75
2249,167706.2
2250,168195.38
2251,152741.4
2252,172762.03
2253,158273.92
2254,170679.11
2255,171877.73
2256,170815.4
2257,174022.73
2258,165912.1
2259,167087.11
2260,150062.34
2261,157937.98
2262,167210.81
2263,165540.67
2264,176677.6
2265,190553.2
2266,168755.47
2267,177938.7
2268,136481.25
2269,161191.95
2270,165064.27
2271,168244.78
2272,145331.81
2273,168635.61
2274,169252.22
2275,170775.02
2276,171171.23
2277,170020.17
2278,167838.05
2279,164058.61
2280,163013.05
2281,174469.9
2282,174352.98
2283,167495.7
2284,161450.42
2285,165816.88
2286,166611.98
2287,161527.42
2288,171093.38
2289,173289.58
2290,168653.47
2291,165302.3
2292,173398.19
2293,165969.38
2294,175320.56
2295,167267.6
2296,186673.22
2297,154411.22
2298,164344.39
2299,175053.9
2300,177770.11
2301,161631.28
2302,167645.77
2303,169128.14
2304,162672.33
2305,164479.08
2306,163618.14
2307,166226.95
2308,164959.16
2309,161063.48
2310,162508.89
2311,165704.78
2312,170274.61
2313,162855.8
2314,167076.28
2315,166045.38
2316,172763.19
2317,164736.38
2318,167010.81
2319,164707.95
2320,172560.48
2321,165504.69
2322,163891.12
2323,169056.05
2324,154315.23
2325,165852.92
2326,162868.38
2327,169822.47
2328,169307.6
2329,165071.2
2330,168426.19
2331,166695.58
2332,173541.78
2333,174460.92
2334,159474.67
2335,159995.67
2336,168885.23
2337,166081.17
2338,170625.89
2339,164493.83
2340,161540.36
2341,167729.88
2342,165461.12
2343,163960.22
2344,169591.52
2345,165937.4
2346,163161.44
2347,166612.78
2348,170478.86
2349,163691.34
2350,181218.25
2351,156494.42
2352,165986.16
2353,163490.86
2354,169219.61
2355,166192.08
2356,164481.28
2357,168096.6
2358,161052.28
2359,172895.38
2360,167425.28
2361,168248.95
2362,218814.72
2363,167686.86
2364,169376.22
2365,162482.55
2366,168080.88
2367,170967.47
2368,165340.77
2369,178188.33
2370,166428.08
2371,166568.3
2372,165736.55
2373,163842.06
2374,165595.0
2375,171937.73
2376,172277.98
2377,169273.84
2378,166951.25
2379,168924.38
2380,169321.64
2381,166983.1
2382,168796.36
2383,174974.3
2384,164686.27
2385,161097.6
2386,163040.11
2387,164786.19
2388,169069.27
2389,161088.38
2390,165539.4
2391,162065.33
2392,167620.83
2393,163453.61
2394,169176.05
2395,173712.83
2396,170139.72
2397,174125.5
2398,162222.12
2399,160282.02
2400,167142.27
2401,163945.38
2402,165222.88
2403,167192.64
2404,163326.45
2405,170441.14
2406,171235.56
2407,159365.36
2408,151347.08
2409,165715.38
2410,173187.8
2411,162246.72
2412,169438.9
2413,166013.55
2414,154491.05
2415,174501.7
2416,163308.86
2417,162531.06
2418,164885.22
2419,165346.3
2420,160006.34
2421,178011.34
2422,167953.33
2423,167847.02
2424,157716.12
2425,191934.4
2426,160757.5
2427,176947.73
2428,161669.98
2429,163879.4
2430,168417.2
2431,161057.81
2432,169733.75
2433,170251.72
2434,166714.19
2435,170876.02
2436,159948.98
2437,165905.77
2438,165940.58
2439,182719.02
2440,165984.89
2441,159953.4
2442,164198.55
2443,168014.22
2444,168175.64
2445,156757.92
2446,183755.62
2447,169723.88
2448,169801.9
2449,162080.31
2450,164899.38
2451,169397.39
2452,156563.55
2453,177323.77
2454,167736.44
2455,159750.8
2456,182141.75
2457,167934.11
2458,176631.77
2459,170400.67
2460,160728.38
2461,165346.3
2462,170547.48
2463,168228.42
2464,178556.95
2465,163261.36
2466,156733.7
2467,168235.48
2468,146800.31
2469,154869.58
2470,179646.7
2471,167242.88
2472,162618.03
2473,152394.97
2474,137902.9
2475,180514.16
2476,167157.88
2477,160721.94
2478,174554.3
2479,156633.73
2480,164161.6
2481,160640.11
2482,163670.11
2483,167162.03
2484,161671.67
2485,156886.39
2486,160678.4
2487,157583.81
2488,167805.08
2489,167433.89
2490,168022.86
2491,182080.61
2492,164031.7
2493,158786.45
2494,163840.66
2495,164129.97
2496,157612.06
2497,173288.08
2498,165233.73
2499,161969.67
2500,163642.33
2501,168773.34
2502,169710.92
2503,149087.78
2504,166699.72
2505,162500.67
2506,164080.2
2507,168129.62
2508,165866.22
2509,163150.53
2510,163994.78
2511,165376.89
2512,169732.12
2513,153626.27
2514,181810.97
2515,167680.94
2516,160911.8
2517,167373.55
2518,171927.08
2519,166106.52
2520,164129.19
2521,170570.9
2522,164325.44
2523,170055.36
2524,164322.92
2525,170972.19
2526,162045.84
2527,160056.1
2528,159511.94
2529,158927.64
2530,164966.08
2531,168522.6
2532,164632.56
2533,163434.6
2534,160799.81
2535,176361.45
2536,159187.19
2537,171516.52
2538,166888.2
2539,166770.31
2540,164748.16
2541,165122.53
2542,168026.88
2543,169588.28
2544,168998.98
2545,154825.72
2546,162476.97
2547,160980.88
2548,178245.61
2549,162456.2
2550,298360.47
2551,165816.88
2552,166793.22
2553,181983.05
2554,157977.75
2555,159871.36
2556,167821.08
2557,157148.28
2558,181705.58
2559,165207.11
2560,170488.94
2561,173104.08
2562,171332.6
2563,174189.44
2564,163146.34
2565,190683.55
2566,174046.64
2567,154205.62
2568,175342.3
2569,163949.75
2570,164733.39
2571,169539.12
2572,179683.19
2573,163165.47
2574,167906.25
2575,163559.33
2576,167222.61
2577,99461.5
2578,167927.39
2579,141033.12
2580,187649.39
2581,180426.03
2582,173868.12
2583,173729.23
2584,181291.72
2585,165015.95
2586,166511.75
2587,168401.3
2588,160099.77
2589,169227.03
2590,171554.3
2591,213145.78
2592,170221.36
2593,173664.3
2594,161433.8
2595,173179.38
2596,171251.23
2597,169205.73
2598,168295.81
2599,134925.02
2600,235038.28
2601,170531.38
2602,168322.14
2603,160927.3
2604,162857.05
2605,165758.38
2606,165117.64
2607,173310.06
2608,161969.83
2609,157161.62
2610,169119.9
2611,181868.53
2612,162686.28
2613,170336.48
2614,167467.44
2615,169009.62
2616,168918.58
2617,168089.53
2618,165570.98
2619,170430.1
2620,167638.73
2621,171449.3
2622,166544.94
2623,171585.72
2624,163242.05
2625,170881.23
2626,164100.55
2627,163407.47
2628,150542.25
2629,165880.77
2630,158313.47
2631,165660.86
2632,169814.7
2633,168396.97
2634,165862.58
2635,174813.84
2636,154983.05
2637,172862.56
2638,159484.86
2639,161764.67
2640,171902.81
2641,165363.0
2642,172628.62
2643,164967.33
2644,167930.75
2645,170994.2
2646,170102.73
2647,167102.73
2648,162861.39
2649,173570.58
2650,171053.08
2651,161757.42
2652,171155.23
2653,166530.97
2654,164822.19
2655,163318.2
2656,161550.84
2657,160171.08
2658,161118.03
2659,169802.72
2660,160449.33
2661,166728.81
2662,162204.02
2663,165302.3
2664,160886.02
2665,178351.55
2666,164051.1
2667,165543.36
2668,165276.3
2669,166945.03
2670,166987.39
2671,167059.23
2672,166121.08
2673,168493.5
2674,166763.47
2675,162135.5
2676,165213.73
2677,164265.27
2678,172805.03
2679,159202.97
2680,151680.44
2681,169499.36
2682,166449.03
2683,175976.38
2684,150416.53
2685,197359.1
2686,164405.69
2687,162797.56
2688,166958.1
2689,163537.48
2690,167325.03
2691,166449.98
2692,163331.28
2693,165212.31
2694,167689.89
2695,162850.52
2696,164681.88
2697,166860.67
2698,159889.66
2699,172378.56
2700,168660.88
2701,157843.56
2702,160722.23
2703,171827.42
2704,167937.48
2705,166633.44
2706,165400.23
2707,171076.1
2708,164947.52
2709,172998.12
2710,168717.5
2711,163997.12
2712,168206.6
2713,169062.83
2714,167249.4
2715,170164.39
2716,172773.89
2717,157429.39
2718,173061.33
2719,159561.55
2720,166149.61
2721,166360.0
2722,162299.19
2723,173200.52
2724,166436.97
2725,163066.84
2726,173161.7
2727,155401.45
2728,163950.06
2729,163587.4
2730,170305.31
2731,164862.27
2732,163274.28
2733,167888.95
2734,169055.73
2735,164083.64
2736,172835.53
2737,171866.1
2738,167962.31
2739,169043.8
2740,172864.88
2741,162651.23
2742,171016.88
2743,157305.88
2744,171717.33
2745,168743.08
2746,170950.34
2747,168163.61
2748,161136.0
2749,170261.14
2750,174858.86
2751,172993.84
2752,149715.84
2753,161526.34
2754,193577.06
2755,163700.7
2756,155519.02
2757,123983.984
2758,157588.31
2759,164343.45
2760,163560.73
2761,172003.0
2762,166339.22
2763,169382.53
2764,160220.58
2765,170839.84
2766,177598.78
2767,164089.28
2768,164054.23
2769,173290.39
2770,165995.03
2771,162930.52
2772,163930.98
2773,157771.78
2774,176158.39
2775,166463.95
2776,169189.28
2777,157478.64
2778,170102.73
2779,161417.78
2780,164793.42
2781,167843.17
2782,151325.72
2783,150445.22
2784,165673.66
2785,162196.12
2786,159095.06
2787,162789.03
2788,152619.53
2789,162855.95
2790,152141.56
2791,141239.6
2792,142284.53
2793,177195.45
2794,157168.38
2795,167894.23
2796,163431.47
2797,206212.56
2798,151760.6
2799,161068.1
2800,174546.97
2801,161387.61
2802,165077.02
2803,213011.45
2804,193678.45
2805,172364.27
2806,163423.67
2807,176245.1
2808,166600.55
2809,162058.98
2810,168599.44
2811,167656.64
2812,166239.16
2813,163094.53
2814,171680.98
2815,163166.1
2816,172473.61
2817,166672.53
2818,164087.1
2819,148639.73
2820,158607.1
2821,172114.42
2822,181806.8
2823,223871.17
2824,169788.14
2825,193410.62
2826,172275.36
2827,171546.78
2828,170432.2
2829,157649.95
2830,169973.16
2831,162693.42
2832,172728.75
2833,162605.47
2834,167523.02
2835,161622.81
2836,162667.36
2837,157824.6
2838,166543.83
2839,167275.58
2840,168636.9
2841,167627.06
2842,164376.84
2843,167973.52
2844,164653.92
2845,172853.66
2846,169253.19
2847,162934.4
2848,171334.39
2849,172700.1
2850,173284.12
2851,173455.73
2852,165344.08
2853,162729.73
2854,168039.53
2855,169345.05
2856,169854.06
2857,166972.75
2858,169320.02
2859,160193.69
2860,158075.4
2861,180999.23
2862,161971.53
2863,165118.12
2864,166895.53
2865,170883.52
2866,167159.95
2867,161892.47
2868,149103.7
2869,162176.64
2870,159642.67
2871,167343.22
2872,149425.98
2873,171444.39
2874,166604.36
2875,162615.55
2876,178804.89
2877,173385.61
2878,168339.8
2879,167189.92
2880,159744.56
2881,165375.78
2882,160391.81
2883,163575.55
2884,168758.2
2885,167432.78
2886,164961.67
2887,173015.28
2888,162375.36
2889,174914.56
2890,158812.19
2891,164606.5
2892,184648.72
2893,171282.6
2894,148447.34
2895,169316.47
2896,168306.1
2897,165393.28
2898,154444.8
2899,165801.38
2900,169216.06
2901,183075.02
2902,161616.95
2903,167245.27
2904,165283.23
2905,203560.88
2906,163097.95
2907,173493.8
2908,167254.36
2909,163693.06
2910,172693.34
2911,170558.05
2912,158376.6
2913,171326.06
2914,164790.12
2915,167914.9
2916,169857.78
2917,179460.22
2918,179940.6
2919,167534.69
