real data,predict data
137.9999953533989,149.03856
152.99999900429975,125.76757
158.99999834049962,229.17708
176.99999634909915,248.27112
265.00001493550354,214.50906
258.0000139398033,263.2312
273.9999980085995,266.72986
237.00001095270258,239.15125
278.0000046466011,240.35815
283.99999336199846,253.473
316.00000398280093,271.12854
272.9999857282966,279.70602
261.00000829750195,268.87958
201.00000431470102,223.3262
196.00000663800157,191.91072
199.00000099570025,193.14435
174.00000199140047,208.64001
155.00000232330055,165.89525
151.8699987221847,142.18019
146.99999966809992,143.03976
150.0000046466011,158.92677
155.00000232330055,163.7687
141.00000033190008,174.87535
148.0000013276003,138.31125
144.99999634909915,163.09883
146.99999966809992,149.19
179.00001028890242,170.14609
137.00000431470102,235.6695
194.00000331900077,165.48224
225.00000165950038,217.73189
217.00000962510228,268.69244
244.0000119484028,230.51971
247.00000630610148,232.683
235.9999986723997,241.74773
247.00000630610148,230.21945
240.00000531040126,228.38622
213.9999940257986,234.58745
215.99999734479937,193.984
192.99999103869789,191.06165
180.99999236629822,178.73647
175.00000365090085,170.59984
169.9999953533989,176.71915
164.8699990540848,176.83786
156.99999502149882,177.43909
154.00000066380017,157.474
138.99999701289929,162.18257
139.9999986723997,142.55595
148.0000013276003,136.7918
149.00000298710071,162.96628
185.99999004299767,177.41571
244.9999817454957,238.93556
501.99999402579857,375.77658
815.9999840687963,755.30396
837.000029539107,842.43146
877.9999807497954,876.5666
784.9999857282967,798.3581
838.9999691332928,828.0067
823.0000275477065,837.2057
821.0000029871007,804.9378
813.9999595081905,804.1708
662.999974443694,692.35815
454.9999691332927,450.54785
383.9999893791975,351.3091
320.0000106208025,296.23758
244.0000119484028,259.7429
242.99999966809992,224.79013
198.29000034849508,206.0228
204.14000209097048,198.39655
185.14000242287057,200.33536
192.1400034185708,189.3266
191.1399911382679,195.47552
206.13000061401513,189.86649
191.1399911382679,189.36484
189.14000906087213,190.82608
256.1299880018122,257.78125
460.140012711773,426.10712
715.9199921671582,716.0179
843.0000182545043,784.5796
871.0000222373052,897.16144
773.000008297502,814.74603
824.9999671418923,804.57416
836.1999857282966,815.48193
819.1999893791975,803.4226
804.0000066380015,799.73553
669.9999754393942,745.4193
493.99998074979544,519.6265
401.9999980085995,366.52008
325.99999933619983,316.86505
271.00000365090085,273.2048
225.99999269819827,241.7107
194.88000053104014,215.7113
173.88000816474192,205.19713
167.00000099570025,195.78445
164.99999767669945,189.36084
168.00000265520063,186.90773
157.99999668099923,181.86798
168.00000265520063,169.18538
192.0,170.60425
268.0000092932022,289.12024
536.9999990042998,507.13504
812.0000199140047,798.9963
837.000029539107,818.5971
872.999961831491,902.08984
784.9999857282967,787.40936
843.0000182545043,839.879
812.9999897110976,836.0154
810.9999651504918,816.2396
762.0000006638002,788.2774
665.9999688013927,677.5012
442.99999170249805,440.7098
368.00000531040126,350.6282
313.99997942219517,292.47192
264.0000026552006,258.1087
218.00000066380017,226.5735
210.97000652183652,208.99599
180.03999926981982,203.20552
150.0000046466011,193.86098
161.00000165950038,180.51549
164.99999767669945,182.28467
150.0000046466011,179.217
164.99999767669945,163.04784
199.99999203439813,161.78297
262.9999903748977,338.91852
535.9999867239969,501.29398
854.0000258882061,767.10223
861.9999541977892,801.8633
882.0000298710071,914.10114
801.9999820773958,796.80975
832.9999804178954,848.05554
844.9999578486901,845.9066
844.9999578486901,816.818
823.0000275477065,795.8616
680.999983073096,699.8131
463.99999468959874,471.01114
358.99997975409525,362.5207
300.99998971109756,302.7762
254.00000730180173,262.04688
201.9999953533989,225.74979
205.94999925322483,201.50127
165.99999933619983,201.68535
192.0,192.70325
155.00000232330055,193.6295
173.00000033190008,188.01942
167.00000099570025,180.63495
154.00000066380017,165.07356
199.99999203439813,154.46533
262.9999903748977,321.93863
542.9999877196971,505.69907
809.079978957535,788.1285
827.0800300701471,814.45776
871.0000222373052,875.6529
764.9999950214989,783.93317
818.000008629402,843.89984
793.9999688013927,827.18304
809.000025556306,800.2348
745.0000043147011,772.4672
614.0000099570024,653.24445
386.9999837368962,416.65363
290.99999435769865,325.58194
244.0000119484028,257.18408
210.99999966809992,230.13312
210.00000862940203,204.89868
200.920008430262,194.6986
144.00000531040126,193.08818
167.00000099570025,178.18907
155.00000232330055,177.99176
156.99999502149882,177.87456
153.52000411556097,170.51874
143.52000876216206,143.069
154.00000066380017,136.96548
164.99999767669945,226.0402
201.9999953533989,235.9528
286.00001792260423,234.95326
268.9999790902951,301.82
300.00001991400467,286.9488
244.0000119484028,257.83484
300.99998971109756,276.28564
302.0000019914005,274.85312
278.0000046466011,292.85043
293.99998871539736,281.43314
248.99998838349725,256.27673
211.9999907067978,226.01195
176.99999634909915,185.71985
184.00000796560187,173.9949
169.9999953533989,206.11537
146.99999966809992,160.58722
158.89999286414832,138.97058
156.99999502149882,162.72261
141.00000033190008,173.41982
150.0000046466011,144.43855
154.00000066380017,149.86421
144.99999634909915,180.60352
138.99999701289929,146.78697
156.00000398280093,146.50336
179.00001028890242,189.51082
167.00000099570025,227.02454
244.9999817454957,205.38533
259.99999601719907,281.4398
232.99999369389852,289.14774
234.9999863920968,228.34343
240.00000531040126,222.91106
241.00001759070415,239.30287
240.00000531040126,223.20496
241.99998738779703,226.22382
227.00000497850118,224.16716
220.00000398280093,194.59732
197.52001340876316,194.20332
179.52000477936113,202.35373
174.00000199140047,186.9113
162.00000331900077,175.43513
135.89999717884933,154.19061
165.99999933619983,121.87962
158.99999834049962,174.64421
144.99999634909915,180.08081
160.0,151.94911
143.00000365090085,175.38829
161.00000165950038,161.58418
179.00001028890242,201.05807
247.00000630610148,220.61638
514.9999837368962,369.51663
793.9999688013927,730.90283
844.9999578486901,815.6593
880.9999751074942,866.4147
784.9999857282967,796.7962
823.0000275477065,825.1524
827.9999614995909,827.7745
815.0000142717033,810.4297
792.9999990042998,812.3636
656.9999857282967,679.9951
448.9999804178954,440.37628
386.9999837368962,338.598
320.9999804178954,293.37912
244.0000119484028,259.14404
210.99999966809992,224.55347
187.93000227351553,204.02328
180.0000013276003,194.674
176.99999634909915,192.03218
163.99999601719907,187.94461
169.00000431470102,184.8023
162.00000331900077,177.80962
179.00001028890242,163.92282
184.00000796560187,180.08723
265.99998473259643,286.40952
560.9999963490991,486.95428
824.9999671418923,800.92316
852.9999711246932,810.5548
886.9999638228915,906.3482
754.9999571848899,793.5681
832.9999804178954,853.99774
792.9999990042998,829.4987
812.0000199140047,809.1321
773.9999780945949,770.61206
652.0000092932022,669.7758
500.9999817454957,429.51898
437.9999727841936,354.45178
344.00000796560187,320.6317
292.00000663800154,283.46484
237.00001095270258,242.00243
209.8899983570946,218.29037
182.99999568529898,212.60182
179.00001028890242,198.16599
168.00000265520063,189.37422
169.00000431470102,192.61905
156.00000398280093,186.19385
167.00000099570025,173.33954
199.99999203439813,179.35112
272.00001593120373,338.0866
534.999974443694,517.7192
776.0000026552007,790.50555
701.9999860601968,818.86163
722.0000192502046,784.60175
697.0000096251023,671.4294
707.0000049785011,749.95825
697.0000096251023,735.6088
690.000008629402,712.20996
656.9999857282967,673.48627
438.99998506449646,541.1786
327.0000116165027,348.3432
282.00001128460264,283.38654
244.9999817454957,242.1794
235.9999986723997,215.1352
206.99999303009835,199.40744
189.94001038847244,181.28325
176.99999634909915,178.93639
176.99999634909915,177.11653
158.99999834049962,164.89574
150.99999568529898,169.53453
170.99999701289929,157.20909
146.99999966809992,154.88618
194.99999435769868,161.12236
269.99999137059797,313.1354
546.9999943576987,468.71713
823.0000275477065,685.4628
843.0000182545043,756.3177
835.9999747755941,843.36914
801.9999820773958,748.6353
858.9999598400906,795.35266
846.9999824092959,803.4468
831.5200353141684,796.4297
804.5200011284603,808.27747
691.9999907067978,695.6551
468.9999711246932,464.0535
365.99998074979544,383.35712
327.9999814135956,311.337
275.00001028890244,262.41574
259.99999601719907,232.84122
184.9099983239046,217.23466
210.00000862940203,203.71527
172.52000378366088,201.2306
176.51999980085995,190.6595
155.00000232330055,192.885
153.3600017258804,180.8693
182.36000736818173,159.08028
185.3600017258804,191.53665
248.99998838349725,299.89767
510.0000073018017,440.65964
773.2000192502045,759.45074
809.2000365090086,808.19507
833.199991370598,871.04675
759.2000172588041,770.4927
778.200038168509,812.6422
795.0000235649055,800.73486
764.8800224364453,777.1938
719.8800221045452,755.31793
591.8799796213352,652.5133
375.8800035181408,420.80383
286.88001513464354,316.92984
229.8800055095413,266.55505
211.87999688013926,219.45798
183.88001413894332,200.11737
169.13999711246933,186.86661
139.75998977747759,180.783
158.99999834049962,170.04713
143.00000365090085,174.51884
138.99999701289929,171.59698
154.00000066380017,156.91107
141.00000033190008,143.8991
154.00000066380017,147.56015
169.9999953533989,226.79466
169.9999953533989,233.604
241.00001759070415,198.68968
229.00000829750195,229.53012
241.99998738779703,226.66606
248.00001858640437,210.28284
244.9999817454957,215.789
241.00001759070415,231.79956
248.99998838349725,224.04208
242.99999966809992,224.97902
232.99999369389852,223.18181
208.00000531040126,200.11491
165.99999933619983,185.16383
177.99999800859953,158.34029
170.99999701289929,181.08176
165.99999933619983,176.40434
150.0700063558865,168.9683
135.80000232330056,146.41652
164.99999767669945,127.09652
147.32000444746106,197.58466
126.32000146036034,159.23378
164.32001141736268,123.47035
156.99999502149882,205.80095
169.9999953533989,187.01155
235.9999986723997,196.17628
430.9999717884934,334.94754
576.3199941585586,647.64874
594.9199931628584,707.09424
602.9199639556515,634.1193
589.0000003319001,575.4018
579.9999747755941,617.2851
576.9999804178954,590.12274
577.9999926981983,565.5456
553.5200200467647,559.92163
472.5199599728506,452.3554
316.00000398280093,317.6285
244.9999817454957,273.09442
208.99999634909915,224.36353
180.0000013276003,181.50574
156.00000398280093,158.00716
151.13000492871615,142.75066
144.1199991370598,132.5708
161.32000643886153,135.24146
153.3200037836609,160.60161
143.00000365090085,160.12184
153.52000411556097,149.25816
143.52000876216206,151.91298
163.99999601719907,132.52846
227.00000497850118,218.2193
417.99998207739577,368.29187
551.0000009957002,599.44653
601.9199516753487,623.6247
618.9199905076578,589.23145
585.9199676065524,549.10297
584.9199553262495,581.5637
603.4000242287057,584.561
585.4000155993036,585.1029
538.4000331900078,577.2977
461.03997703251457,464.26932
326.0400185200244,319.07568
250.03997736441468,263.27
194.51999780945948,221.44067
186.52000577506135,180.18489
168.00000265520063,158.36308
149.1100026386056,148.06734
155.27999853963965,135.27267
148.27999754393943,137.88152
140.2799948887388,149.52379
144.99999634909915,147.2476
142.00000199140047,145.47289
144.00000531040126,142.18098
180.0000013276003,153.61604
232.00000265520063,286.15353
409.99996880139264,378.17157
558.0000019914005,566.1127
582.9999691332928,620.26184
600.9999777626948,579.0402
593.0000069699016,539.2458
586.9999757712943,576.6315
546.9999943576987,578.0746
541.0000056423013,574.8491
517.9999780945949,534.2231
418.99999435769865,424.79816
316.00000398280093,293.53894
240.00000531040126,245.52856
189.99999668099923,208.74597
173.00000033190008,171.18538
155.00000232330055,149.95778
156.10000945915223,137.59758
150.7599974111794,135.75085
141.20000066380015,142.88411
148.2000016595004,137.86559
144.19999502149884,149.56772
151.19999601719906,153.76323
151.19999601719906,156.89246
150.99999568529898,164.06392
230.99999037489772,178.74823
403.99998008599533,368.09854
534.000004646601,545.38086
537.9999688013927,588.8183
560.9999963490991,533.5321
549.9999887153973,497.9807
513.0000016595004,533.73444
486.99997975409525,532.57477
506.99997046089305,519.4193
459.7600003982801,487.1991
367.7600176570842,382.0697
288.7600246269858,251.32256
267.7600216398851,227.34789
196.99999767669945,208.14853
189.00000564230132,173.96376
143.00000365090085,153.48827
144.97999737798938,128.88564
144.8800025224406,119.1271
145.99999800859953,130.30905
147.52000477936113,138.2981
146.52000311986075,155.32294
145.99999800859953,155.87764
137.00000431470102,144.05447
169.00000431470102,135.19415
210.99999966809992,254.4644
325.99999933619983,340.77454
404.9999923662982,425.14307
399.00000365090085,459.2466
409.99996880139264,386.7897
366.9999930300984,357.85638
342.999995685299,382.20395
262.9999903748977,371.99097
230.99999037489772,343.2939
194.00000331900077,264.2376
174.00000199140047,158.1685
137.00000431470102,116.258255
137.00000431470102,130.65327
122.00000066380015,143.46864
122.00000066380015,147.22356
120.99999900429977,138.30002
125.87999223353818,135.64668
116.00000132760032,125.01269
118.0000046466011,123.295135
117.0000029871007,115.82387
131.99999601719907,131.35463
118.99999568529898,181.30441
104.00000265520063,154.44641
154.00000066380017,108.66213
111.00000365090087,167.53656
105.9999953533989,90.887474
118.99999568529898,63.842403
126.99999834049962,87.91458
117.0000029871007,100.20629
104.00000265520063,87.02711
131.99999601719907,84.41901
129.00000165950038,133.11555
105.00000431470102,122.837875
124.99999502149883,84.4083
111.99999468959875,129.9647
131.99999601719907,101.73809
122.00000066380015,132.0801
105.9999953533989,114.68804
129.00000165950038,79.66068
118.99999568529898,126.8855
118.39000051444512,122.55934
139.44000623972147,106.60317
105.44000292072069,138.36317
127.44000756732179,86.10435
127.44000756732179,124.19635
105.44000292072069,119.19448
114.4400072354217,70.65941
129.44000026552007,111.79085
116.43999993361999,140.89848
120.44000657162155,91.342384
104.4400012612203,110.600746
136.4400012612203,96.11112
115.43999827411959,154.85518
105.44000292072069,94.617455
126.99999834049962,83.41236
120.99999900429977,139.39258
103.00000099570023,108.74556
125.99999668099922,71.8107
105.00000431470102,133.83955
131.00000497850118,86.089966
142.00000199140047,136.52176
106.9999970128993,160.09158
128.0,70.62784
106.9999970128993,119.190254
125.55000389982592,90.313675
117.31999714565933,123.19521
117.0000029871007,93.47876
126.99999834049962,108.12705
128.0,128.9546
105.00000431470102,118.33388
129.5200067707616,75.11856
129.5200067707616,141.18245
106.9999970128993,132.26814
130.00000331900077,73.435715
118.99999568529898,132.21074
106.9999970128993,107.29014
131.99999601719907,85.83082
110.00000199140047,139.26413
122.00000066380015,94.44517
123.00000232330055,117.40176
105.00000431470102,123.55602
126.99999834049962,89.05
109.40000099570024,124.15374
129.91999681375924,91.37692
128.91999515425886,140.92372
118.91999980085996,122.21859
124.91999913705979,100.44159
114.99999966809992,122.37822
119.79000283774567,103.39745
133.03999561891897,103.18121
119.32000046466011,137.89856
109.3199944904587,103.149086
123.31999648185918,82.54663
118.99999568529898,126.47231
116.51999581805902,115.43971
106.52000046466011,107.55362
131.16000736818174,94.13745
123.36000504488119,144.3402
125.35999774307948,116.51815
115.83999893791975,117.76286
118.16000703628166,106.26905
109.16000272158064,111.568596
127.16000073018017,88.817726
114.6800055095413,133.2931
114.1999983404996,97.99606
134.19999966809993,99.26872
111.51999814135957,146.61566
116.51999581805902,91.77068
124.99999502149883,104.10829
117.0000029871007,133.90962
126.99999834049962,109.8892
117.0000029871007,111.99308
127.6500020743755,101.57174
109.76000371728088,129.25047
112.44000391642092,88.49908
137.00000431470102,100.16411
107.99999867239968,154.25394
118.31999880515971,85.490746
117.31999714565933,107.94581
128.3200047793611,116.1781
118.0000046466011,128.02975
116.00000132760032,100.852295
119.99999734479937,114.40344
124.00000398280093,111.76532
135.00000099570025,117.44827
117.0000029871007,144.58989
112.99999634909913,97.92807
130.00000331900077,95.51938
117.0000029871007,133.81763
129.00000165950038,107.4341
117.0000029871007,120.86036
111.00000365090087,105.07665
122.00000066380015,100.97614
126.99999834049962,113.66639
120.99999900429977,130.51904
113.99999800859953,116.72321
117.8999991702498,103.791695
127.96000205778049,111.50427
109.00000033190008,129.85492
125.99999668099922,91.90018
114.99999966809992,129.45775
118.99999568529898,106.90777
124.99999502149883,104.532295
124.00000398280093,124.25054
103.00000099570023,127.10697
152.99999900429975,75.215195
152.99999900429975,176.17252
173.00000033190008,166.71843
162.00000331900077,174.01906
163.99999601719907,154.16129
169.00000431470102,156.86816
161.00000165950038,152.64238
165.99999933619983,138.17804
150.99999568529898,154.50615
149.00000298710071,126.244835
167.00000099570025,122.19554
128.3200047793611,172.67293
144.32001008976238,114.644684
126.32000146036034,148.21263
145.99999800859953,133.46495
127.96999623293411,170.05214
114.91999316285839,116.538734
117.95999608357907,113.166595
118.0000046466011,118.814026
125.99999668099922,122.47395
111.99999468959875,141.16438
125.99999668099922,114.75262
121.03999694651928,149.20535
128.03999794221951,122.21841
146.72000345176082,140.27368
151.72000112846027,169.38327
184.71999216715815,169.3723
176.72000013276002,208.92894
180.1999910386979,170.99895
201.9999953533989,168.00429
171.9999986723997,197.25307
166.32000411556098,154.31772
170.32001075356254,139.1535
152.3200021241605,149.42426
148.32000610696144,132.54489
153.3200037836609,123.8026
143.320008430262,155.1123
137.9999953533989,148.88828
123.00000232330055,143.31845
121.41999863920968,133.13762
129.64000059742014,133.69493
107.83999628271913,146.81561
124.00000398280093,84.87875
131.00000497850118,140.25136
122.00000066380015,150.12778
124.00000398280093,128.63051
160.08000650524153,140.64967
203.08000351814084,206.80708
408.99999900429975,274.0403
532.9999923662982,581.215
517.9999780945949,650.3349
558.9999717884933,557.5206
527.9999734479937,520.1711
532.9999923662982,536.48193
499.9999694651928,525.84564
510.0000073018017,511.74493
483.99998539639654,486.68314
372.9999817454957,369.3134
232.99999369389852,258.47647
187.00000232330055,221.4326
174.00000199140047,181.38882
165.99999933619983,153.25719
151.99999734479937,134.50835
146.9900054929463,125.030594
135.3999910386979,118.38716
145.47999289733832,126.51131
139.47999356113849,140.3274
120.48000451384107,142.81825
150.0000046466011,125.64481
129.00000165950038,151.01126
158.55999973447993,101.38032
215.8000076337018,215.4115
416.2399876533171,319.6565
578.2399803515153,522.4457
600.239995618919,572.5821
595.5600027215806,574.6152
538.5599824756758,531.15814
589.5599715229733,567.8668
586.5599771652746,549.9252
580.5599884498773,557.5775
548.5599778290748,556.88184
488.56000570868133,452.6015
262.9999903748977,311.99622
194.99999435769868,265.19965
189.00000564230132,212.82707
148.0000013276003,172.93587
163.99999601719907,142.04399
125.04000358452085,138.9425
147.80000099570023,113.693756
145.99999800859953,136.34769
129.00000165950038,163.00273
148.0000013276003,137.45673
145.99999800859953,146.00937
137.00000431470102,157.7249
142.00000199140047,98.87249
156.00000398280093,147.60712
252.99999502149882,185.90945
368.99997510749415,350.29837
340.00000132760033,387.12973
389.99997809459484,323.28534
273.9999980085995,295.50327
354.00000331900077,327.57397
341.9999834049961,294.6551
351.08000484574114,325.6531
335.0799782937349,318.5199
309.0000029871007,299.49286
194.99999435769868,226.10023
182.0000046466011,177.63556
165.99999933619983,182.3393
151.99999734479937,200.78699
148.0000013276003,127.89097
153.08999968469493,128.8403
141.88000816474192,126.29959
126.99999834049962,146.84563
130.00000331900077,120.12035
137.00000431470102,126.82402
132.99999767669945,153.88745
137.00000431470102,145.11542
170.99999701289929,126.500916
227.99999601719907,260.4975
493.99998074979544,337.19052
759.9999761031944,632.5625
767.0000195821046,662.01556
835.0000049785011,763.30255
714.9999757712943,737.6067
751.9999628271912,754.2767
751.9999628271912,741.49963
764.9999950214989,736.4734
742.9999797540952,729.5455
631.9999761031944,608.4452
340.07999721203936,407.6252
263.07998625933675,304.65833
237.99998074979547,237.96277
223.9999893791975,213.67772
175.99999468959874,194.9279
173.62000029871007,179.79066
162.3200080983619,170.91792
150.0000046466011,170.66086
167.00000099570025,171.12576
146.99999966809992,176.31909
163.00000497850118,159.26126
156.99999502149882,150.0733
185.99999004299767,139.83385
245.9999940257986,291.54272
532.9999923662982,423.23425
790.000004646601,752.6056
793.9999688013927,749.1115
840.9999936938985,814.20056
742.9999797540952,749.2863
809.999995353399,797.902
792.239974377314,771.47327
779.2399421830064,766.42236
751.2399382002054,757.73425
622.2399684031126,627.8922
368.00000531040126,418.37253
293.0000189183045,324.38434
282.00001128460264,256.9759
218.99999170249805,229.01085
184.99999900429975,206.12166
174.4900033355958,190.09227
155.4400009293202,182.64305
179.00001028890242,175.74855
158.99999834049962,187.23859
171.9999986723997,178.02
141.3200051112612,171.60527
173.3200051112612,142.13574
206.3200067707616,166.86932
275.00001028890244,347.72232
517.000008297502,489.62625
784.9999857282967,748.63165
764.7599648849717,771.4109
778.7599668763722,794.5114
715.7600003982801,716.5882
771.760008363882,777.7392
762.999970460893,749.45605
754.9999571848899,744.0963
734.9999664780921,703.60504
618.9999863920968,599.38336
316.00000398280093,415.03546
288.0,316.14426
241.99998738779703,249.30214
211.9999907067978,221.57304
208.00000531040126,198.56355
196.33999976766995,191.15503
157.64000458022107,180.51227
167.00000099570025,179.19847
151.99999734479937,175.24214
161.00000165950038,170.04694
167.00000099570025,170.63171
148.0000013276003,160.19843
192.0,131.73936
278.0000046466011,313.53552
525.999991370598,512.15686
776.9999724522935,749.643
795.9999933619985,746.9992
837.0399637565115,814.12994
760.0399952870189,747.6318
790.000004646601,794.92865
767.0000195821046,780.1162
756.9999817454957,773.34686
719.0000248925058,727.77716
620.9999684694926,599.01984
335.99999468959874,408.77692
275.00001028890244,311.76147
262.00002057780483,238.72179
222.99999834049962,219.83617
182.99999568529898,203.50499
153.10000448065105,190.34543
168.80000398280094,172.28604
164.99999767669945,176.71901
144.00000531040126,184.59877
169.00000431470102,169.80223
144.00000531040126,165.19847
149.00000298710071,149.2145
199.99999203439813,139.4474
265.99998473259643,325.52484
525.999991370598,472.03043
781.0000215735051,752.29004
795.9999933619985,750.2235
824.9999671418923,812.6465
717.0000003319001,745.128
778.9999970128993,794.8651
774.9999478916877,760.94836
754.9999571848899,760.1518
725.0000136079032,726.158
624.0000053104012,590.4921
361.000004314701,400.411
307.9999907067978,317.68604
245.9999940257986,256.15237
229.99999933619983,225.3795
194.00000331900077,205.99039
182.89000665459656,190.13982
163.00000497850118,180.97194
150.0000046466011,177.37549
157.99999668099923,172.54675
148.0000013276003,173.38553
158.99999834049962,163.68568
150.0000046466011,154.52905
150.0000046466011,149.07098
164.99999767669945,210.53966
162.00000331900077,219.70251
203.9999986723997,207.48965
192.99999103869789,194.19287
217.00000962510228,195.66122
213.00000298710071,174.3082
194.99999435769868,193.76906
225.00000165950038,178.18852
211.9999907067978,197.08589
215.00000630610148,203.93083
192.99999103869789,200.79918
180.0000013276003,176.44862
168.00000265520063,171.01357
173.00000033190008,158.25723
161.00000165950038,176.98882
143.00000365090085,169.08769
181.95000190842546,144.83955
166.3999893791975,222.20422
161.39999170249806,184.03552
161.39999170249806,177.60307
163.39999502149882,169.43161
165.39999834049962,188.96701
160.39999004299764,176.68529
162.39999336199844,163.63919
176.3999953533989,180.1031
179.3999897110976,195.56946
178.39999867239968,194.67812
186.3999907067978,189.89043
183.39999634909913,196.70087
188.3999940257986,197.15451
203.00000763370178,199.25174
203.63999595081904,211.6694
206.63999030851772,209.38042
217.00000962510228,213.70341
208.00000531040126,218.26404
173.0399982741196,206.2666
179.03998698951693,167.02281
156.00000398280093,179.25136
187.00000232330055,151.65747
146.99999966809992,198.4961
163.86999739458437,135.95453
163.99999601719907,175.55467
144.99999634909915,184.45059
155.75999508787885,155.9545
152.75999010937767,180.7375
144.00000531040126,176.55627
156.99999502149882,153.22641
189.99999668099923,171.11777
272.00001593120373,245.33148
527.0000036509009,396.75134
818.000008629402,709.4238
824.9999671418923,858.8022
872.999961831491,871.6582
807.9999707927931,801.16113
819.9999482235878,821.3274
804.9999764350945,848.62115
804.0000066380015,806.0539
784.9999857282967,786.0043
676.9999764350945,638.4106
441.99997942219517,440.9542
352.9999910386979,345.60062
272.9999857282966,282.4993
223.9999893791975,244.37532
208.99999634909915,215.91913
180.8900033355958,199.00104
189.99999668099923,190.19287
152.99999900429975,192.5772
169.00000431470102,179.0561
160.0,186.15994
175.00000365090085,175.76428
163.99999601719907,169.37656
194.00000331900077,162.53754
286.9999877196971,299.9869
529.9999980085995,544.6464
821.9999727841936,777.77673
826.999991702498,812.04
840.0000238968056,872.12695
745.9999741117939,775.80865
781.999991370598,829.14105
782.9999611676908,808.4966
784.0000159312037,769.4566
770.0000139398032,738.227
646.9999903748977,635.42
348.00001460360346,425.2648
272.00001593120373,320.14978
262.00002057780483,253.78969
229.00000829750195,226.75095
198.00000995700233,209.42078
183.8699881013822,194.26144
148.0000013276003,183.13615
189.00000564230132,177.40247
152.99999900429975,191.8769
163.00000497850118,179.83975
173.00000033190008,169.20602
145.99999800859953,156.87502
210.99999966809992,136.99776
276.9999923662982,350.80954
521.9999847325964,502.8094
773.9999780945949,766.6378
824.9999671418923,772.7367
829.0000162631038,832.5722
733.0000268839063,756.45105
798.9999877196971,805.93604
781.0000215735051,777.9489
784.9999857282967,768.6961
767.9999893791975,736.7404
634.999970460893,623.31165
416.0,429.9068
289.0000122803029,341.78766
261.00000829750195,268.31332
211.9999907067978,233.64122
199.00000099570025,207.59035
196.8699990540848,193.54828
148.0000013276003,188.96094
175.00000365090085,176.44359
150.0000046466011,184.74364
170.99999701289929,175.80486
160.0,176.5284
